cobol,Input Validation and Representation,Path Manipulation,
cobol,Input Validation and Representation,Process Control,
cobol,Input Validation and Representation,Resource Injection,
cobol,Input Validation and Representation,Setting Manipulation,
cobol,Input Validation and Representation,SQL Injection,
cobol,Security Features,Access Control,Database
cobol,Security Features,Access Control,DLI
cobol,Security Features,Access Control,MQ
cobol,Security Features,Password Management,
cobol,Security Features,Password Management,Hardcoded Password
cobol,Security Features,Password Management,Password in Comment
cobol,Security Features,Password Management,Weak Cryptography
cobol,Security Features,Privacy Violation,
config,API Abuse,File Disclosure,Spring Webflow
config,API Abuse,Often Misused,Spring Remote Service
config,API Abuse,Often Misused,Spring Web Service
config,Encapsulation,ADF Bad Practices,Default url-invoke-disallowed Setting
config,Encapsulation,Flash Misconfiguration,Overly Permissive Cross-Domain Policy
config,Encapsulation,Flash Misconfiguration,Overly Permissive Custom Headers Policy
config,Encapsulation,Flash Misconfiguration,Unauthorized Data Access
config,Encapsulation,HTML5,Overly Permissive CORS Policy
config,Encapsulation,Insecure Storage,Android Backup Storage
config,Encapsulation,JavaScript Hijacking,Vulnerable Framework
config,Encapsulation,System Information Leak,Apache Axis
config,Encapsulation,System Information Leak,Apache Axis 2
config,Encapsulation,System Information Leak,Overly Broad SQL Logging
config,Environment,Android Misconfiguration,Debug Information
config,Environment,ASP.NET Misconfiguration,Certificate Validation Disabled
config,Environment,ASP.NET Misconfiguration,Cookie Protection Disabled
config,Environment,ASP.NET Misconfiguration,Debug Information
config,Environment,ASP.NET Misconfiguration,Excessive Session Timeout
config,Environment,ASP.NET Misconfiguration,Incomplete Certificate Validation
config,Environment,ASP.NET Misconfiguration,Incomplete Cookie Protection
config,Environment,ASP.NET Misconfiguration,Incomplete Role Protection
config,Environment,ASP.NET Misconfiguration,Password Protection Disabled
config,Environment,ASP.NET Misconfiguration,Request Validation Disabled
config,Environment,ASP.NET Misconfiguration,Role Protection Disabled
config,Environment,ASP.NET Misconfiguration,Session Cookies Disabled
config,Environment,ASP.NET Misconfiguration,Trace Output
config,Environment,ASP.NET Misconfiguration,Use of Impersonation Context
config,Environment,ASP.NET Misconfiguration,Weak Password Protection
config,Environment,Axis 2 Misconfiguration,Debug Information
config,Environment,Axis 2 Misconfiguration,Insecure Message Security
config,Environment,Axis 2 Misconfiguration,Insecure Transport Receiver
config,Environment,Axis 2 Misconfiguration,Insecure Transport Sender
config,Environment,Axis 2 Service Provider Misconfiguration,Inbound WS-Security Not Enabled
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Inbound Encryption
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Inbound Signature
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Inbound Timestamp
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Outbound Encryption
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Outbound Signature
config,Environment,Axis 2 Service Provider Misconfiguration,Missing Outbound Timestamp
config,Environment,Axis 2 Service Provider Misconfiguration,Outbound WS-Security Not Enabled
config,Environment,Axis 2 Service Provider Misconfiguration,Unsigned Inbound Timestamp
config,Environment,Axis 2 Service Provider Misconfiguration,Unsigned Outbound Timestamp
config,Environment,Axis 2 Service Provider Misconfiguration,Weak Token
config,Environment,Axis 2 Service Provider Misconfiguration,WS-Security Not Enabled
config,Environment,Axis 2 Service Requester Misconfiguration,Inbound WS-Security Not Enabled
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Inbound Encryption
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Inbound Signature
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Inbound Timestamp
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Outbound Encryption
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Outbound Signature
config,Environment,Axis 2 Service Requester Misconfiguration,Missing Outbound Timestamp
config,Environment,Axis 2 Service Requester Misconfiguration,Outbound WS-Security Not Enabled
config,Environment,Axis 2 Service Requester Misconfiguration,Plain Text Password
config,Environment,Axis 2 Service Requester Misconfiguration,Unsigned Inbound Timestamp
config,Environment,Axis 2 Service Requester Misconfiguration,Unsigned Outbound Timestamp
config,Environment,Axis 2 Service Requester Misconfiguration,Weak Token
config,Environment,Axis 2 Service Requester Misconfiguration,WS-Security Not Enabled
config,Environment,Axis Misconfiguration,Debug Information
config,Environment,Axis Misconfiguration,Service Enumeration
config,Environment,Axis Service Provider Misconfiguration,Plain Text Password
config,Environment,Axis Service Provider Misconfiguration,Weak Token
config,Environment,Axis Service Requester Misconfiguration,Plain Text Password
config,Environment,Axis Service Requester Misconfiguration,Weak Token
config,Environment,Build Misconfiguration,Dynamic Dependency Version Usage
config,Environment,Build Misconfiguration,External Ant Dependency Repository
config,Environment,Build Misconfiguration,External Ivy Dependency Repository
config,Environment,Build Misconfiguration,External Maven Dependency Repository
config,Environment,Cookie Security,HTTPOnly not Set on Application Cookie
config,Environment,Cookie Security,HTTPOnly not Set on Session Cookie
config,Environment,Cookie Security,Overly Broad Session Cookie Domain
config,Environment,Cookie Security,Overly Broad Session Cookie Path
config,Environment,Cookie Security,Persistent Session Cookie
config,Environment,Cookie Security,Session Cookie not Sent Over SSL
config,Environment,Cookie Security,Session Cookies Disabled
config,Environment,Flex Misconfiguration,Debug Information
config,Environment,J2EE Misconfiguration,Cookies Disabled
config,Environment,J2EE Misconfiguration,Debug Information
config,Environment,J2EE Misconfiguration,Direct JSP Access
config,Environment,J2EE Misconfiguration,Duplicate Security Role
config,Environment,J2EE Misconfiguration,Duplicate Servlet Mapping
config,Environment,J2EE Misconfiguration,Excessive Servlet Mappings
config,Environment,J2EE Misconfiguration,Excessive Session Timeout
config,Environment,J2EE Misconfiguration,Incomplete Error Handling
config,Environment,J2EE Misconfiguration,Insecure Transport
config,Environment,J2EE Misconfiguration,Insufficient Session-ID Length
config,Environment,J2EE Misconfiguration,Invalid Servlet Name
config,Environment,J2EE Misconfiguration,Missing Authentication Method
config,Environment,J2EE Misconfiguration,Missing Data Transport Constraint
config,Environment,J2EE Misconfiguration,Missing Error Handling
config,Environment,J2EE Misconfiguration,Missing Filter Definition
config,Environment,J2EE Misconfiguration,Missing Security Role
config,Environment,J2EE Misconfiguration,Missing Servlet Mapping
config,Environment,J2EE Misconfiguration,Unsafe Bean Declaration
config,Environment,J2EE Misconfiguration,Weak Access Permissions
config,Environment,Password Management,Empty Password in Configuration File
config,Environment,Password Management,Password in Configuration File
config,Environment,PHP Misconfiguration,allow_url_fopen Enabled
config,Environment,PHP Misconfiguration,allow_url_include Enabled
config,Environment,PHP Misconfiguration,cgi.force_redirect Disabled
config,Environment,PHP Misconfiguration,file_uploads Enabled
config,Environment,PHP Misconfiguration,magic_quotes_gpc Enabled
config,Environment,PHP Misconfiguration,magic_quotes_runtime Enabled
config,Environment,PHP Misconfiguration,magic_quotes_sybase Enabled
config,Environment,PHP Misconfiguration,Missing open_basedir Entry
config,Environment,PHP Misconfiguration,Missing safe_mode_exec_dir Entry
config,Environment,PHP Misconfiguration,register_globals Enabled
config,Environment,PHP Misconfiguration,safe_mode Disabled
config,Environment,PHP Misconfiguration,session_use_trans_sid Enabled
config,Environment,Race Condition,PHP Design Flaw
config,Environment,Struts Misconfiguration,Duplicate Form Bean
config,Environment,Struts Misconfiguration,Invalid Path
config,Environment,Struts Misconfiguration,Missing Action Input
config,Environment,Struts Misconfiguration,Missing Exception Type
config,Environment,Struts Misconfiguration,Missing Form Bean
config,Environment,Struts Misconfiguration,Missing Form Bean Name
config,Environment,Struts Misconfiguration,Missing Form Bean Type
config,Environment,Struts Misconfiguration,Missing Form Property Type
config,Environment,Struts Misconfiguration,Missing Forward Name
config,Environment,Struts Misconfiguration,Missing Forward Path
config,Environment,System Information Leak,PHP Errors
config,Environment,System Information Leak,PHP Version
config,Environment,Tomcat Configuration,Insecure Transport
config,Environment,WCF Misconfiguration,Anonymous Message Client
config,Environment,WCF Misconfiguration,Anonymous Transport Client
config,Environment,WCF Misconfiguration,Debug Information
config,Environment,WCF Misconfiguration,Insecure Transport
config,Environment,WCF Misconfiguration,Insufficient Audit Failure Handling
config,Environment,WCF Misconfiguration,Insufficient Logging
config,Environment,WCF Misconfiguration,MSMQ Anonymous Transport Client
config,Environment,WCF Misconfiguration,Security Not Enabled
config,Environment,WCF Misconfiguration,Service Enumeration
config,Environment,WCF Misconfiguration,Throttling Not Enabled
config,Environment,WCF Misconfiguration,Transport Security Enabled
config,Environment,WCF Misconfiguration,Unauthorized Access
config,Environment,WCF Misconfiguration,Unsafe Revocation Mode
config,Environment,WCF Misconfiguration,Weak Token
config,Environment,Weak WS-SecurityPolicy,Insecure Transport
config,Environment,Weak WS-SecurityPolicy,Insufficient Supporting Token Protection
config,Environment,Weak WS-SecurityPolicy,Missing Encryption on Message Attachments
config,Environment,Weak WS-SecurityPolicy,Missing Encryption on Message Body
config,Environment,Weak WS-SecurityPolicy,Missing Encryption on Message Headers
config,Environment,Weak WS-SecurityPolicy,Missing Encryption Token
config,Environment,Weak WS-SecurityPolicy,Missing Initiator Encryption Token
config,Environment,Weak WS-SecurityPolicy,Missing Initiator Signature Token
config,Environment,Weak WS-SecurityPolicy,Missing Recipient Encryption Token
config,Environment,Weak WS-SecurityPolicy,Missing Recipient Signature Token
config,Environment,Weak WS-SecurityPolicy,Missing Signature on Message Attachments
config,Environment,Weak WS-SecurityPolicy,Missing Signature on Message Body
config,Environment,Weak WS-SecurityPolicy,Missing Signature on Message Headers
config,Environment,Weak WS-SecurityPolicy,Missing Signature Token
config,Environment,Weak WS-SecurityPolicy,Missing Timestamp
config,Environment,Weak WS-SecurityPolicy,Tokens Not Protected
config,Environment,Weak WS-SecurityPolicy,Weak Token
config,Environment,Weak XML Schema,Lax Processing
config,Environment,Weak XML Schema,Type Any
config,Environment,Weak XML Schema,Unbounded Occurrences
config,Environment,Weak XML Schema,Undefined Namespace
config,Environment,Weblogic Misconfiguration,Missing Timestamp
config,Environment,Weblogic Misconfiguration,Weak Token
config,Environment,WebSphere Misconfiguration,Missing Nonce
config,Environment,WebSphere Misconfiguration,Servlets Served By Class Name
config,Environment,WebSphere Service Provider Misconfiguration,Inbound WS-Security Not Enabled
config,Environment,WebSphere Service Provider Misconfiguration,Missing Inbound Encryption
config,Environment,WebSphere Service Provider Misconfiguration,Missing Inbound Signature
config,Environment,WebSphere Service Provider Misconfiguration,Missing Inbound Timestamp
config,Environment,WebSphere Service Provider Misconfiguration,Missing Outbound Encryption
config,Environment,WebSphere Service Provider Misconfiguration,Missing Outbound Signature
config,Environment,WebSphere Service Provider Misconfiguration,Missing Outbound Timestamp
config,Environment,WebSphere Service Provider Misconfiguration,Missing Timestamp Expiration
config,Environment,WebSphere Service Provider Misconfiguration,Outbound WS-Security Not Enabled
config,Environment,WebSphere Service Provider Misconfiguration,Unsigned Inbound Timestamp
config,Environment,WebSphere Service Provider Misconfiguration,Unsigned Outbound Timestamp
config,Environment,WebSphere Service Provider Misconfiguration,Weak Token
config,Environment,WebSphere Service Requester Misconfiguration,Inbound WS-Security Not Enabled
config,Environment,WebSphere Service Requester Misconfiguration,Missing Inbound Encryption
config,Environment,WebSphere Service Requester Misconfiguration,Missing Inbound Signature
config,Environment,WebSphere Service Requester Misconfiguration,Missing Inbound Timestamp
config,Environment,WebSphere Service Requester Misconfiguration,Missing Outbound Encryption
config,Environment,WebSphere Service Requester Misconfiguration,Missing Outbound Signature
config,Environment,WebSphere Service Requester Misconfiguration,Missing Outbound Timestamp
config,Environment,WebSphere Service Requester Misconfiguration,Missing Timestamp Expiration
config,Environment,WebSphere Service Requester Misconfiguration,Outbound WS-Security Not Enabled
config,Environment,WebSphere Service Requester Misconfiguration,Unsigned Inbound Timestamp
config,Environment,WebSphere Service Requester Misconfiguration,Unsigned Outbound Timestamp
config,Environment,WebSphere Service Requester Misconfiguration,Weak Token
config,Environment,WSE Misconfiguration,Insufficient Encryption
config,Environment,WSE Misconfiguration,Missing Authorization
config,Environment,WSE Misconfiguration,Unsigned Fault Timestamp
config,Environment,WSE Misconfiguration,Unsigned Request Timestamp
config,Environment,WSE Misconfiguration,Unsigned Response Timestamp
config,Input Validation and Representation,ADF Bad Practices,Missing URL Parameter Converter
config,Input Validation and Representation,Cross-Site Scripting,External Links
config,Input Validation and Representation,SQL Injection,iBatis Data Map
config,Input Validation and Representation,Struts,Duplicate Validation Forms
config,Input Validation and Representation,Struts,Form Does Not Extend Validation Class
config,Input Validation and Representation,Struts,Form Field Without Validator
config,Input Validation and Representation,Struts,Plugin Framework Not In Use
config,Input Validation and Representation,Struts,Unused Action Form
config,Input Validation and Representation,Struts,Unused Validation Form
config,Input Validation and Representation,Struts,Unvalidated Action Form
config,Input Validation and Representation,Struts,Validator Turned Off
config,Input Validation and Representation,Struts,Validator Without Form Field
config,Input Validation and Representation,Struts 2,Duplicate Action Field Validators
config,Input Validation and Representation,Struts 2,Duplicate Validators
config,Input Validation and Representation,Struts 2,Undeclared Validator
config,Input Validation and Representation,Struts 2,Validation File Without Action
config,Input Validation and Representation,Struts 2,Validator Without Action Field
config,Security Features,Access Control,Weak Security Constraint
config,Security Features,Acegi Misconfiguration,Insecure Channel Mixing
config,Security Features,Acegi Misconfiguration,Run-As Authentication Replacement
config,Security Features,Android Bad Practices,Application Permission Defined
config,Security Features,Android Bad Practices,Just Provider writePermission Defined
config,Security Features,Android Bad Practices,Missing Component Permission
config,Security Features,Android Bad Practices,Missing Exported Flag or Component Permission
config,Security Features,Android Bad Practices,Mixed Component Functionality
config,Security Features,Android Bad Practices,normal Permission
config,Security Features,Android Bad Practices,Provider permission Defined
config,Security Features,Android Bad Practices,Unnecessary Component Exposure
config,Security Features,ASP.NET Misconfiguration,Header Checking Disabled
config,Security Features,ASP.NET Misconfiguration,Missing Error Handling
config,Security Features,ASP.NET Misconfiguration,ViewStateMac Disabled
config,Security Features,Header Checking Disabled,
config,Security Features,HTTP Verb Tampering,
config,Security Features,Privacy Violation,Image
config,Security Features,Privacy Violation,Password
config,Security Features,Privilege Management,Android Data Storage
config,Security Features,Privilege Management,Android Disable
config,Security Features,Privilege Management,Android Location
config,Security Features,Privilege Management,Android Messaging
config,Security Features,Privilege Management,Android Network
config,Security Features,Privilege Management,Android Telephony
config,Security Features,Privilege Management,Missing Intent Permission
config,Security Features,Privilege Management,Unnecessary Permission
config,Security Features,WCF Misconfiguration,Weak Class Reference
config,Security Features,Weak Cryptographic Hash,
content,Encapsulation,Cross-Site Request Forgery,
content,Encapsulation,Hardcoded Domain in HTML,
content,Encapsulation,Hidden Field,
content,Input Validation and Representation,HTML5,Form Validation Turned Off
content,Input Validation and Representation,Often Misused,File Upload
content,Security Features,Password Management,Insecure Submission
content,Security Features,Password Management,Password in HTML Form
content,Security Features,Privacy Violation,Autocomplete
content,Security Features,Privacy Violation,Password
cpp,API Abuse,Dangerous Function,
cpp,API Abuse,Dangerous Function,strcpy()
cpp,API Abuse,Directory Restriction,
cpp,API Abuse,Heap Inspection,
cpp,API Abuse,Heap Inspection,Swappable Memory
cpp,API Abuse,Missing Check against Null,
cpp,API Abuse,Often Misused,Authentication
cpp,API Abuse,Often Misused,Exception Handling
cpp,API Abuse,Often Misused,File System
cpp,API Abuse,Often Misused,Privilege Management
cpp,API Abuse,Often Misused,Strings
cpp,API Abuse,Unchecked Return Value,
cpp,Code Quality,Code Correctness,Arithmetic Operation on Boolean
cpp,Code Quality,Code Correctness,Function Not Invoked
cpp,Code Quality,Code Correctness,Function Returns Stack Address
cpp,Code Quality,Code Correctness,Macro Misuse
cpp,Code Quality,Code Correctness,Memory Free on Stack Variable
cpp,Code Quality,Code Correctness,Premature Thread Termination
cpp,Code Quality,Double Free,
cpp,Code Quality,Memory Leak,
cpp,Code Quality,Memory Leak,Reallocation
cpp,Code Quality,Null Dereference,
cpp,Code Quality,Obsolete,
cpp,Code Quality,Obsolete,Inadequate Pointer Validation
cpp,Code Quality,Poor Style,Redundant Initialization
cpp,Code Quality,Poor Style,Value Never Read
cpp,Code Quality,Poor Style,Variable Never Used
cpp,Code Quality,Portability Flaw,
cpp,Code Quality,Type Mismatch,Integer to Character
cpp,Code Quality,Type Mismatch,Negative to Unsigned
cpp,Code Quality,Type Mismatch,Signed to Unsigned
cpp,Code Quality,Undefined Behavior,
cpp,Code Quality,Undefined Behavior,Redundant Delete
cpp,Code Quality,Uninitialized Variable,
cpp,Code Quality,Unreleased Resource,
cpp,Code Quality,Unreleased Resource,Synchronization
cpp,Code Quality,Use After Free,
cpp,Encapsulation,System Information Leak,
cpp,Environment,Insecure Compiler Optimization,
cpp,Environment,Insecure Compiler Optimization,Pointer Arithmetic
cpp,Input Validation and Representation,Buffer Overflow,
cpp,Input Validation and Representation,Command Injection,
cpp,Input Validation and Representation,Denial of Service,
cpp,Input Validation and Representation,Format String,
cpp,Input Validation and Representation,Illegal Pointer Value,
cpp,Input Validation and Representation,Integer Overflow,
cpp,Input Validation and Representation,LDAP Injection,
cpp,Input Validation and Representation,LDAP Manipulation,
cpp,Input Validation and Representation,Log Forging,
cpp,Input Validation and Representation,Out-of-Bounds Read,
cpp,Input Validation and Representation,Path Manipulation,
cpp,Input Validation and Representation,Process Control,
cpp,Input Validation and Representation,Resource Injection,
cpp,Input Validation and Representation,Setting Manipulation,
cpp,Input Validation and Representation,SQL Injection,
cpp,Input Validation and Representation,String Termination Error,
cpp,Input Validation and Representation,Unsafe Reflection,
cpp,Security Features,Access Control,Anonymous LDAP Bind
cpp,Security Features,Access Control,Database
cpp,Security Features,Access Control,LDAP
cpp,Security Features,Insecure Randomness,
cpp,Security Features,Key Management,Hardcoded Encryption Key
cpp,Security Features,Least Privilege Violation,
cpp,Security Features,Password Management,
cpp,Security Features,Password Management,Empty Password
cpp,Security Features,Password Management,Hardcoded Password
cpp,Security Features,Password Management,Null Password
cpp,Security Features,Password Management,Password in Comment
cpp,Security Features,Password Management,Weak Cryptography
cpp,Security Features,Privacy Violation,
cpp,Security Features,Weak Cryptographic Hash,
cpp,Security Features,Weak Cryptographic Hash,Hardcoded Salt
cpp,Security Features,Weak Encryption,
cpp,Security Features,Weak Encryption,Inadequate RSA Padding
cpp,Security Features,Weak Encryption,Insufficient Key Size
cpp,Time and State,Code Correctness,Erroneous Synchronization
cpp,Time and State,Insecure Temporary File,
cpp,Time and State,Race Condition,File System Access
cpp,Time and State,Race Condition,Signal Handling
dotnet,API Abuse,ASP.NET MVC Bad Practices,Request Parameters Bound into Persisted Objects
dotnet,API Abuse,Code Correctness,Call to GC.Collect()
dotnet,API Abuse,Code Correctness,Class Does Not Implement Equals
dotnet,API Abuse,Code Correctness,ToString on Array
dotnet,API Abuse,Missing Check against Null,
dotnet,API Abuse,Object Model Violation,Just One of Equals() and GetHashCode() Defined
dotnet,API Abuse,Often Misused,Authentication
dotnet,API Abuse,Unchecked Return Value,
dotnet,Code Quality,ASP.NET Bad Practices,Unminified Code
dotnet,Code Quality,Code Correctness,Class Implements ICloneable
dotnet,Code Quality,Code Correctness,Erroneous Class Compare
dotnet,Code Quality,Code Correctness,Missing [Serializable] Attribute
dotnet,Code Quality,Code Correctness,Misspelled Method Name
dotnet,Code Quality,Code Correctness,null Argument to Equals()
dotnet,Code Quality,Code Correctness,Regular Expressions Denial of Service
dotnet,Code Quality,Dead Code,Unused Field
dotnet,Code Quality,Dead Code,Unused Method
dotnet,Code Quality,Null Dereference,
dotnet,Code Quality,Obsolete,
dotnet,Code Quality,Portability Flaw,File Separator
dotnet,Code Quality,Unreleased Resource,
dotnet,Code Quality,Unreleased Resource,Database
dotnet,Code Quality,Unreleased Resource,Streams
dotnet,Code Quality,Unreleased Resource,Synchronization
dotnet,Code Quality,Unreleased Resource,Unmanaged Object
dotnet,Encapsulation,ASP.NET Bad Practices,Leftover Debug Code
dotnet,Encapsulation,Cross-Site Request Forgery,
dotnet,Encapsulation,Hidden Field,
dotnet,Encapsulation,HTML5,Overly Permissive CORS Policy
dotnet,Encapsulation,JavaScript Hijacking,Vulnerable Framework
dotnet,Encapsulation,Poor Logging Practice,Use of a System Output Stream
dotnet,Encapsulation,System Information Leak,
dotnet,Encapsulation,Trust Boundary Violation,
dotnet,Environment,ASP.NET Misconfiguration,Trace Output
dotnet,Environment,External Content,Content Delivery Network
dotnet,Environment,WCF Misconfiguration,Anonymous Message Client
dotnet,Environment,WCF Misconfiguration,Anonymous Transport Client
dotnet,Environment,WCF Misconfiguration,Metadata
dotnet,Environment,WCF Misconfiguration,Security Not Enabled
dotnet,Environment,WCF Misconfiguration,Transport Security Enabled
dotnet,Environment,WCF Misconfiguration,Unauthorized Access
dotnet,Errors,Poor Error Handling,Empty Catch Block
dotnet,Errors,Poor Error Handling,Overly Broad Catch
dotnet,Errors,Poor Error Handling,Program Catches NullReferenceException
dotnet,Input Validation and Representation,Command Injection,
dotnet,Input Validation and Representation,Cross-Site Scripting,Persistent
dotnet,Input Validation and Representation,Cross-Site Scripting,Poor Validation
dotnet,Input Validation and Representation,Cross-Site Scripting,Reflected
dotnet,Input Validation and Representation,Dangerous File Inclusion,
dotnet,Input Validation and Representation,Denial of Service,
dotnet,Input Validation and Representation,Denial of Service,Routing
dotnet,Input Validation and Representation,Dynamic Code Evaluation,Script Injection
dotnet,Input Validation and Representation,Header Manipulation,
dotnet,Input Validation and Representation,Header Manipulation,Cookies
dotnet,Input Validation and Representation,LDAP Injection,
dotnet,Input Validation and Representation,LDAP Manipulation,
dotnet,Input Validation and Representation,Log Forging,
dotnet,Input Validation and Representation,Missing XML Validation,
dotnet,Input Validation and Representation,Often Misused,File Upload
dotnet,Input Validation and Representation,Open Redirect,
dotnet,Input Validation and Representation,Path Manipulation,
dotnet,Input Validation and Representation,Resource Injection,
dotnet,Input Validation and Representation,Setting Manipulation,
dotnet,Input Validation and Representation,SQL Injection,
dotnet,Input Validation and Representation,SQL Injection,Castle ActiveRecord
dotnet,Input Validation and Representation,SQL Injection,LINQ
dotnet,Input Validation and Representation,SQL Injection,NHibernate
dotnet,Input Validation and Representation,SQL Injection,SubSonic
dotnet,Input Validation and Representation,Unsafe Native Invoke,
dotnet,Input Validation and Representation,Unsafe Reflection,
dotnet,Input Validation and Representation,Value Shadowing,
dotnet,Input Validation and Representation,Value Shadowing,Server Variable
dotnet,Input Validation and Representation,XML Injection,
dotnet,Input Validation and Representation,XPath Injection,
dotnet,Security Features,Access Control,Anonymous LDAP Bind
dotnet,Security Features,Access Control,Database
dotnet,Security Features,Access Control,LDAP
dotnet,Security Features,ASP.NET Bad Practices,Use of Impersonation Context
dotnet,Security Features,ASP.NET Misconfiguration,Persistent Authentication
dotnet,Security Features,ASP.NET Misconfiguration,ViewStateMac Disabled
dotnet,Security Features,Cookie Security,Cookie not Sent Over SSL
dotnet,Security Features,Cookie Security,HTTPOnly not Set
dotnet,Security Features,Cookie Security,Overly Broad Domain
dotnet,Security Features,Cookie Security,Overly Broad Path
dotnet,Security Features,Cookie Security,Persistent Cookie
dotnet,Security Features,Header Checking Disabled,
dotnet,Security Features,Insecure Randomness,
dotnet,Security Features,Password Management,
dotnet,Security Features,Password Management,Empty Password
dotnet,Security Features,Password Management,Hardcoded Password
dotnet,Security Features,Password Management,Null Password
dotnet,Security Features,Password Management,Password in Comment
dotnet,Security Features,Password Management,Weak Cryptography
dotnet,Security Features,Privacy Violation,
dotnet,Security Features,Privacy Violation,Heap Inspection
dotnet,Security Features,Privacy Violation,Image
dotnet,Security Features,Weak Cryptographic Hash,
dotnet,Security Features,Weak Encryption,
dotnet,Security Features,Weak Encryption,Inadequate RSA Padding
dotnet,Security Features,Weak Encryption,Insufficient Key Size
dotnet,Time and State,ASP.NET Bad Practices,Non-Serializable Object Stored in Session
internal,Code Quality,Dead Code,
internal,Code Quality,Format String,Argument Number Mismatch
internal,Code Quality,Format String,Argument Type Mismatch
internal,Code Quality,Fortify Internal,
internal,Code Quality,Null Dereference,
internal,Code Quality,Redundant Null Check,
internal,Environment,ASP.NET Misconfiguration,Request Validation Disabled
